Card_Name,Set,Card_type1,Card_type2,Modal,Mana_Cost,CMC,Phyrexian_Mana,Color,Rarity,Price
Journey to Nowhere,CMD,Enchantment,,no,1W,2.0,no,W,C,0.56
Journey to Oblivion,ZNR,Enchantment,,no,4W,5.0,no,W,U,0.04
Joust,ELD,Sorcery,,no,1R,2.0,no,R,U,0.02
Jousting Dummy,JMP,ArtifactCreature,,no,2,2.0,no,colorless,C,0.02
Jousting Lance,DOM,Artifact,,no,2,2.0,no,colorless,C,0.02
Joven,HML,LegendaryCreature,,no,3RR,5.0,no,R,C,0.23
Joven's Ferrets,ME2,Creature,,no,G,1.0,no,G,U,0.23
Joven's Tools,5ED,Artifact,,no,6,6.0,no,colorless,U,0.11
Jovial Evil,LEG,Sorcery,,no,2B,3.0,no,B,R,62.99
Joyous Respite,CHK,Sorcery,,no,3G,4.0,no,G,C,0.11
Jubilant Mascot,BBD,Creature,,no,2W,3.0,no,W,U,0.02
Jubilant Skybonder,IKO,Creature,,no,1WUWU,5.0,no,WU,U,0.19
Judge of Currents,LRW,Creature,,no,1W,2.0,no,W,C,0.16
Judge's Familiar,RTR,Creature,,no,WU,2.0,no,WU,U,0.24
Judge Unworthy,TSR,Instant,,no,1W,2.0,no,W,C,0.02
"Judith, the Scourge Diva",RNA,LegendaryCreature,,no,1BR,3.0,no,BR,R,0.6
Jugan Defends the Temple//Remnant of the Rising Star,NEO,Enchantment,EnchantmentCreature,yes,2G,3.0,no,G,M,0.95
"Jugan, the Rising Star",IMA,LegendaryCreature,,no,3GGG,6.0,no,G,R,0.18
Juggernaut,JMP,ArtifactCreature,,no,4,4.0,no,colorless,U,0.01
Juju Bubble,VIS,Artifact,,no,1,1.0,no,colorless,U,0.17
Jukai Messenger,CHK,Creature,,no,G,1.0,no,G,C,0.11
Jukai Naturalist,NEO,EnchantmentCreature,,no,GW,2.0,no,WG,U,0.57
Jukai Preserver,NEO,EnchantmentCreature,,no,3G,4.0,no,G,C,0.01
Jukai Trainee,NEO,Creature,,no,1G,2.0,no,G,C,0.01
Jump,M10,Instant,,no,U,1.0,no,U,C,0.01
Jund Battlemage,ALA,Creature,,no,2R,3.0,no,R,U,0.09
Jund Charm,C13,Instant,,no,BRG,3.0,no,BRG,U,0.24
Jund Hackblade,ARB,Creature,,no,BGR,3.0,no,BRG,C,0.19
Jund Panorama,NCC,Land,,no,,0.0,no,colorless,C,0.16
Jund Sojourners,ARB,Creature,,no,BRG,3.0,no,BRG,C,0.04
Jungle Barrier,IMA,Creature,,no,2GU,4.0,no,UG,U,0.12
Jungle Basin,CMR,Land,,no,,0.0,no,colorless,U,0.06
Jungleborn Pioneer,RIX,Creature,,no,2G,3.0,no,G,C,0.11
Jungle Creeper,RIX,Creature,,no,1BG,3.0,no,BG,U,0.02
Jungle Delver,GNT,Creature,,no,G,1.0,no,G,C,0.02
Jungle Hollow,NEO,Land,,no,,0.0,no,colorless,C,0.06
Jungle Lion,ME3,Creature,,no,G,1.0,no,G,C,0.24
Jungle Patrol,MIR,Creature,,no,3G,4.0,no,G,R,6.5
Jungle Shrine,NCC,Land,,no,,0.0,no,colorless,U,0.22
Jungle Troll,MIR,Creature,,no,1RG,3.0,no,RG,U,0.15
Jungle Wayfinder,BBD,Creature,,no,2G,3.0,no,G,C,0.07
Jungle Weaver,ALA,Creature,,no,5GG,7.0,no,G,C,0.22
Jungle Wurm,VMA,Creature,,no,3GG,5.0,no,G,C,0.06
Juniper Order Advocate,ME2,Creature,,no,2W,3.0,no,W,U,0.12
Juniper Order Druid,ICE,Creature,,no,2G,3.0,no,G,C,0.14
Juniper Order Ranger,MIC,Creature,,no,3GW,5.0,no,WG,U,0.11
"Junji, the Midnight Sky",NEO,LegendaryCreature,,no,3BB,5.0,no,B,M,5.79
Junk Diver,CM2,ArtifactCreature,,no,3,3.0,no,colorless,R,3.69
Junk Golem,ODY,ArtifactCreature,,no,4,4.0,no,colorless,R,0.24
Junktroller,RNA,ArtifactCreature,,no,4,4.0,no,colorless,U,0.1
Junk Winder,MH2,Creature,,no,5UU,7.0,no,U,U,0.22
Junkyo Bell,CHK,Artifact,,no,4,4.0,no,colorless,R,0.23
Juntu Stakes,INV,Artifact,,no,2,2.0,no,colorless,R,0.53
Junún Efreet,ME4,Creature,,no,1BB,3.0,no,B,U,0.14
"Juri, Master of the Revue",CMR,LegendaryCreature,,no,BR,2.0,no,BR,U,0.15
Jushi Apprentice//Tomoya the Revealer,CHK,Creature,LegendaryCreature,yes,1U,2.0,no,U,R,0.23
Just Fate,ME4,Instant,,no,2W,3.0,no,W,C,1.79
Justice,5ED,Enchantment,,no,2WW,4.0,no,W,U,0.1
Justice Strike,GRN,Instant,,no,RW,2.0,no,WR,U,0.21
Justiciar's Portal,RNA,Instant,,no,1W,2.0,no,W,C,0.05
Just the Wind,UMA,Instant,,no,1U,2.0,no,U,C,0.05
Juvenile Gloomwidow,SHM,Creature,,no,GG,2.0,no,G,C,0.25
Juxtapose,ME1,Sorcery,,no,3U,4.0,no,U,U,0.24
Juzám Djinn,ME1,Creature,,no,2BB,4.0,no,B,R,2499.94
Jwari Disruption//Jwari Ruins,ZNR,Instant,Land,yes,1U,2.0,no,U,U,0.21
Jwari Scuttler,ROE,Creature,,no,2U,3.0,no,U,C,0.09
Jwari Shapeshifter,WWK,Creature,,no,1U,2.0,no,U,R,0.76
Jwar Isle Avenger,OGW,Creature,,no,4U,5.0,no,U,C,0.02
Jwar Isle Refuge,ZNC,Land,,no,,0.0,no,colorless,U,0.28
Kaalia of the Vast,2XM,LegendaryCreature,,no,1RWB,4.0,no,WBR,M,11.43
"Kaalia, Zenith Seeker",M20,LegendaryCreature,,no,RWB,3.0,no,WBR,M,3.85
Kabira Crossroads,C17,Land,,no,,0.0,no,colorless,C,0.25
Kabira Evangel,ZEN,Creature,,no,2W,3.0,no,W,R,0.44
Kabira Outrider,ZNR,Creature,,no,3W,4.0,no,W,C,0.01
Kabira Takedown//Kabira Plateau,ZNR,Instant,Land,yes,1W,2.0,no,W,U,0.09
Kabira Vindicator,DDP,Creature,,no,3W,4.0,no,W,U,0.13
Kaboom!,ONS,Sorcery,,no,4R,5.0,no,R,R,0.26
Kabuto Moth,CHK,Creature,,no,2W,3.0,no,W,C,0.07
"Kadena, Slinking Sorcerer",C19,LegendaryCreature,,no,1BGU,4.0,no,UBG,M,0.21
Kadena's Silencer,C19,Creature,,no,1U,2.0,no,U,R,0.1
Kaervek's Hex,MIR,Sorcery,,no,3B,4.0,no,B,U,0.13
Kaervek's Purge,MIR,Sorcery,,no,XBR,2.0,no,BR,U,0.19
Kaervek's Spite,VIS,Instant,,no,BBB,3.0,no,B,R,2.56
Kaervek's Torch,VMA,Sorcery,,no,XR,1.0,no,R,U,0.11
Kaervek the Merciless,TSR,LegendaryCreature,,no,5BR,7.0,no,BR,R,0.78
"Kaervek, the Spiteful",M21,LegendaryCreature,,no,2BB,4.0,no,B,R,0.1
"Kagemaro, First to Suffer",SOK,LegendaryCreature,,no,3BB,5.0,no,B,R,2.19
Kagemaro's Clutch,SOK,Enchantment,,no,3B,4.0,no,B,C,0.09
"Kaheera, the Orphanguard",IKO,LegendaryCreature,,no,1GWGW,5.0,no,WG,R,1.46
"Kaho, Minamo Historian",SOK,LegendaryCreature,,no,2UU,4.0,no,U,R,2.19
Kaijin of the Vanishing Touch,BOK,Creature,,no,1U,2.0,no,U,U,0.2
"Kaima, the Fractured Calm",NEC,LegendaryCreature,,no,2RG,4.0,no,RG,M,0.16
"Kairi, the Swirling Sky",NEO,LegendaryCreature,,no,4UU,6.0,no,U,M,0.79
Kaito Shizuki,NEO,LegendaryPlaneswalker,,no,1UB,3.0,no,UB,M,8.71
Kaito's Pursuit,NEO,Sorcery,,no,2B,3.0,no,B,C,0.01
"Kalain, Reclusive Painter",AFR,LegendaryCreature,,no,BR,2.0,no,BR,U,0.19
"Kalamax, the Stormsire",C20,LegendaryCreature,,no,1GUR,4.0,no,URG,M,0.41
Kalastria Healer,BFZ,Creature,,no,1B,2.0,no,B,C,0.06
Kalastria Highborn,WWK,Creature,,no,BB,2.0,no,B,R,5.92
Kalastria Nightwatch,JMP,Creature,,no,4B,5.0,no,B,C,0.04
Kaldra Compleat,MH2,LegendaryArtifact,,no,7,7.0,no,colorless,M,4.83
Kaleidoscorch,MH2,Sorcery,,no,1R,2.0,no,R,U,0.01
Kaleidostone,CON,Artifact,,no,2,2.0,no,colorless,C,0.12
"Kalemne, Disciple of Iroas",CM2,LegendaryCreature,,no,2RW,4.0,no,WR,M,0.7
Kalemne's Captain,C20,Creature,,no,3WW,5.0,no,W,R,0.09
"Kalitas, Bloodchief of Ghet",ZEN,LegendaryCreature,,no,5BB,7.0,no,B,M,10.29
"Kalitas, Traitor of Ghet",OGW,LegendaryCreature,,no,2BB,4.0,no,B,M,27.46
Kalonian Behemoth,M10,Creature,,no,5GG,7.0,no,G,R,0.27
Kalonian Hydra,CM2,Creature,,no,3GG,5.0,no,G,M,13.36
Kalonian Tusker,M14,Creature,,no,GG,2.0,no,G,U,0.14
Kalonian Twingrove,M15,Creature,,no,5G,6.0,no,G,R,0.44
"Kamahl, Fist of Krosa",ARC,LegendaryCreature,,no,4GG,6.0,no,G,R,6.72
"Kamahl, Heart of Krosa",CMR,LegendaryCreature,,no,6GG,8.0,no,G,M,1.55
"Kamahl, Pit Fighter",DDS,LegendaryCreature,,no,4RR,6.0,no,R,R,0.17
Kamahl's Desire,ODY,Enchantment,,no,1R,2.0,no,R,C,0.08
Kamahl's Druidic Vow,DOM,LegendarySorcery,,no,XGG,2.0,no,G,R,0.62
Kamahl's Sledge,TOR,Sorcery,,no,5RR,7.0,no,R,C,0.09
Kamahl's Summons,ONS,Sorcery,,no,3G,4.0,no,G,U,0.28
Kamahl's Will,CMR,Instant,,no,3G,4.0,no,G,R,0.21
"Kambal, Consul of Allocation",KLD,LegendaryCreature,,no,1WB,3.0,no,WB,R,2.37
"Kamber, the Plunderer",VOC,LegendaryCreature,,no,3B,4.0,no,B,R,0.12
Kami of Ancient Law,MM2,Creature,,no,1W,2.0,no,W,C,0.1
Kami of Celebration,NEC,Creature,,no,4R,5.0,no,R,R,0.11
Kami of Empty Graves,SOK,Creature,,no,3B,4.0,no,B,C,0.09
Kami of False Hope,BOK,Creature,,no,W,1.0,no,W,C,1.29
Kami of Fire's Roar,CHK,Creature,,no,3R,4.0,no,R,C,0.09
Kami of Industry,NEO,Creature,,no,4R,5.0,no,R,C,0.01
Kami of Lunacy,CHK,Creature,,no,4BB,6.0,no,B,U,0.1
Kami of Old Stone,9ED,Creature,,no,3W,4.0,no,W,U,0.17
Kami of Restless Shadows,NEO,Creature,,no,4B,5.0,no,B,C,0.01
Kami of Tattered Shoji,BOK,Creature,,no,4W,5.0,no,W,C,0.06
Kami of Terrible Secrets,NEO,Creature,,no,3B,4.0,no,B,C,0.01
Kami of the Crescent Moon,VOC,LegendaryCreature,,no,UU,2.0,no,U,R,0.77
Kami of the Honored Dead,BOK,Creature,,no,5WW,7.0,no,W,U,0.18
Kami of the Hunt,CHK,Creature,,no,2G,3.0,no,G,C,0.05
Kami of the Painted Road,CHK,Creature,,no,4W,5.0,no,W,C,0.07
Kami of the Palace Fields,CHK,Creature,,no,5W,6.0,no,W,U,0.12
Kami of the Tended Garden,SOK,Creature,,no,3G,4.0,no,G,U,0.14
Kami of the Waning Moon,CHK,Creature,,no,2B,3.0,no,B,C,0.11
Kami of Transience,NEO,Creature,,no,1G,2.0,no,G,R,0.22
Kami of Twisted Reflection,CHK,Creature,,no,1UU,3.0,no,U,C,0.07
Kami's Flare,NEO,Instant,,no,1R,2.0,no,R,C,0.04
"Kamiz, Obscura Oculus",NCC,LegendaryCreature,,no,1WUB,4.0,no,WUB,M,0.28
"Kangee, Aerie Keeper",INV,LegendaryCreature,,no,2WU,4.0,no,WU,R,3.19
"Kangee, Sky Warden",CMR,LegendaryCreature,,no,3WU,5.0,no,WU,U,0.08
Kangee's Lieutenant,CMR,Creature,,no,2W,3.0,no,W,U,0.06
Kappa Cannoneer,NEC,ArtifactCreature,,no,5U,6.0,no,U,R,6.38
Kappa Tech-Wrecker,NEO,Creature,,no,1G,2.0,no,G,U,0.04
Kapsho Kitefins,M15,Creature,,no,4UU,6.0,no,U,U,0.08
"Karador, Ghost Chieftain",CMD,LegendaryCreature,,no,5WBG,8.0,no,WBG,M,3.08
"Karametra, God of Harvests",C20,LegendaryEnchantmentCreature,,no,3GW,5.0,no,WG,M,2.36
Karametra's Acolyte,THS,Creature,,no,3G,4.0,no,G,U,0.23
Karametra's Blessing,THB,Instant,,no,W,1.0,no,W,C,0.05
Karametra's Favor,BBD,Enchantment,,no,1G,2.0,no,G,U,0.09
"Karazikar, the Eye Tyrant",AFC,LegendaryCreature,,no,3BR,5.0,no,BR,M,4.0
"Kardur, Doomscourge",KHM,LegendaryCreature,,no,2BR,4.0,no,BR,U,0.09
Kardur's Vicious Return,KHM,Enchantment,,no,2BR,4.0,no,BR,U,0.05
Karfell Harbinger,KHM,Creature,,no,1U,2.0,no,U,C,0.02
Karfell Kennel-Master,KHM,Creature,,no,4B,5.0,no,B,C,0.01
Kargan Dragonlord,ROE,Creature,,no,RR,2.0,no,R,M,0.62
Kargan Dragonrider,GN2,Creature,,no,1R,2.0,no,R,C,0.16
Kargan Intimidator,ZNR,Creature,,no,1R,2.0,no,R,R,0.08
Kargan Warleader,ZNR,Creature,,no,1RW,3.0,no,WR,U,0.05
Kari Zev's Expertise,AER,Sorcery,,no,1RR,3.0,no,R,R,0.5
"Kari Zev, Skyship Raider",AER,LegendaryCreature,,no,1R,2.0,no,R,R,0.35
Karlov of the Ghost Council,C15,LegendaryCreature,,no,WB,2.0,no,WB,M,16.96
Karma,8ED,Enchantment,,no,2WW,4.0,no,W,U,0.15
Karmic Guide,VOC,Creature,,no,3WW,5.0,no,W,R,0.19
Karmic Justice,C15,Enchantment,,no,2W,3.0,no,W,R,15.21
Karn Liberated,2XM,LegendaryPlaneswalker,,no,7,7.0,no,colorless,M,24.04
Karn's Bastion,NCC,Land,,no,,0.0,no,colorless,R,1.99
"Karn, Scion of Urza",DOM,LegendaryPlaneswalker,,no,4,4.0,no,colorless,M,7.8
"Karn, Silver Golem",VMA,LegendaryArtifactCreature,,no,5,5.0,no,colorless,R,15.0
Karn's Temporal Sundering,DOM,LegendarySorcery,,no,4UU,6.0,no,U,R,3.48
Karn's Touch,MMQ,Instant,,no,UU,2.0,no,U,R,0.26
"Karn, the Great Creator",WAR,LegendaryPlaneswalker,,no,4,4.0,no,colorless,R,14.98
Karok Wrangler,STX,Creature,,no,4G,5.0,no,G,U,0.03
"Karona, False God",SCG,LegendaryCreature,,no,1WUBRG,6.0,no,WUBRG,R,4.96
Karona's Zealot,A25,Creature,,no,4W,5.0,no,W,U,0.04
Karoo,C14,Land,,no,,0.0,no,colorless,U,0.4
Karoo Meerkat,MIR,Creature,,no,1G,2.0,no,G,U,0.18
Karplusan Forest,C16,Land,,no,,0.0,no,colorless,R,1.29
Karplusan Giant,ME2,Creature,,no,6R,7.0,no,R,U,0.11
Karplusan Hound,DOM,Creature,,no,3R,4.0,no,R,U,0.16
Karplusan Minotaur,PHE,Creature,,no,2RR,4.0,no,R,R,7.68
Karplusan Strider,MM2,Creature,,no,3G,4.0,no,G,U,0.09
Karplusan Wolverine,CSP,SnowCreature,,no,R,1.0,no,R,C,0.08
Karplusan Yeti,9ED,Creature,,no,3RR,5.0,no,R,R,0.15
"Karrthus, Tyrant of Jund",2XM,LegendaryCreature,,no,4BRG,7.0,no,BRG,M,4.05
Karstoderm,DST,Creature,,no,2GG,4.0,no,G,U,0.1
"Kaseto, Orochi Archmage",C21,LegendaryCreature,,no,1GU,3.0,no,UG,M,0.25
Kashi-Tribe Elite,SOK,Creature,,no,1GG,3.0,no,G,U,0.47
Kashi-Tribe Reaver,CHK,Creature,,no,3G,4.0,no,G,U,0.14
Kashi-Tribe Warriors,CHK,Creature,,no,3GG,5.0,no,G,C,0.07
Kasimir the Lone Wolf,LEG,LegendaryCreature,,no,4WU,6.0,no,WU,U,5.19
"Kasmina, Enigma Sage",STX,LegendaryPlaneswalker,,no,1GU,3.0,no,UG,M,1.57
"Kasmina, Enigmatic Mentor",WAR,LegendaryPlaneswalker,,no,3U,4.0,no,U,U,0.22
Kasmina's Transmutation,WAR,Enchantment,,no,1U,2.0,no,U,C,0.12
Katabatic Winds,VIS,Enchantment,,no,2G,3.0,no,G,R,2.3
"Kataki, War's Wage",MMA,LegendaryCreature,,no,1W,2.0,no,W,R,6.57
Kathari Bomber,MM3,Creature,,no,1BR,3.0,no,BR,C,0.06
Kathari Remnant,PCA,Creature,,no,2UB,4.0,no,UB,U,0.12
Kathari Screecher,ALA,Creature,,no,2U,3.0,no,U,C,0.05
"Kathril, Aspect Warper",C20,LegendaryCreature,,no,2WBG,5.0,no,WBG,M,0.53
"Katilda, Dawnhart Martyr//Katilda's Rising Dawn",VOW,LegendaryCreature,LegendaryEnchantment,yes,1WW,3.0,no,W,R,1.06
"Katilda, Dawnhart Prime",MID,LegendaryCreature,,no,GW,2.0,no,WG,R,0.27
"Katsumasa, the Animator",NEC,LegendaryCreature,,no,2UU,4.0,no,U,R,0.17
Kavu Aggressor,INV,Creature,,no,2R,3.0,no,R,C,0.1
Kavu Chameleon,INV,Creature,,no,3GG,5.0,no,G,U,0.13
Kavu Climber,A25,Creature,,no,3GG,5.0,no,G,C,0.04
Kavu Glider,APC,Creature,,no,2R,3.0,no,R,C,0.08
Kavu Howler,APC,Creature,,no,4GG,6.0,no,G,U,0.16
Kavu Lair,INV,Enchantment,,no,2G,3.0,no,G,R,1.71
Kavu Mauler,APC,Creature,,no,4GG,6.0,no,G,R,0.21
Kavu Monarch,INV,Creature,,no,2RR,4.0,no,R,R,0.35
Kavu Predator,A25,Creature,,no,1G,2.0,no,G,U,0.12
Kavu Primarch,TSR,Creature,,no,3G,4.0,no,G,C,0.01
Kavu Recluse,PLS,Creature,,no,2R,3.0,no,R,C,0.06
Kavu Runner,INV,Creature,,no,3R,4.0,no,R,U,0.13
Kavu Scout,INV,Creature,,no,2R,3.0,no,R,C,0.07
Kavu Titan,INV,Creature,,no,1G,2.0,no,G,R,1.07
"Kaya, Bane of the Dead",WAR,LegendaryPlaneswalker,,no,3WBWBWB,9.0,no,WB,U,0.14
"Kaya, Geist Hunter",VOW,LegendaryPlaneswalker,,no,1WB,3.0,no,WB,M,2.55
"Kaya, Ghost Assassin",CN2,LegendaryPlaneswalker,,no,2WB,4.0,no,WB,M,4.13
"Kaya, Orzhov Usurper",RNA,LegendaryPlaneswalker,,no,1WB,3.0,no,WB,M,3.04
Kaya's Ghostform,WAR,Enchantment,,no,B,1.0,no,B,C,0.36
Kaya's Guile,MH1,Instant,,no,1WB,3.0,no,WB,R,2.69
Kaya's Onslaught,KHM,Instant,,no,2W,3.0,no,W,U,0.05
Kaya's Wrath,RNA,Sorcery,,no,WWBB,4.0,no,WB,R,0.94
Kaya the Inexorable,KHM,LegendaryPlaneswalker,,no,3WB,5.0,no,WB,M,2.61
Kaysa,ME2,LegendaryCreature,,no,3GG,5.0,no,G,R,7.42
Kazandu Blademaster,ZEN,Creature,,no,WW,2.0,no,W,U,0.2
Kazandu Mammoth//Kazandu Valley,ZNR,Creature,Land,yes,1GG,3.0,no,G,R,0.18
Kazandu Nectarpot,ZNR,Creature,,no,1G,2.0,no,G,C,0.02
Kazandu Refuge,C19,Land,,no,,0.0,no,colorless,U,0.18
Kazandu Stomper,ZNR,Creature,,no,5G,6.0,no,G,C,0.02
Kazandu Tuskcaller,C21,Creature,,no,1G,2.0,no,G,R,0.09
"Kaza, Roil Chaser",ZNR,LegendaryCreature,,no,UR,2.0,no,UR,R,0.11
"Kazarov, Sengir Pureblood",DOM,LegendaryCreature,,no,5BB,7.0,no,B,R,0.16
Kazuul's Fury//Kazuul's Cliffs,ZNR,Instant,Land,yes,2R,3.0,no,R,U,0.34
Kazuul's Toll Collector,2XM,Creature,,no,2R,3.0,no,R,C,0.08
"Kazuul, Tyrant of the Cliffs",NCC,LegendaryCreature,,no,3RR,5.0,no,R,R,1.61
Kazuul Warlord,ZEN,Creature,,no,4R,5.0,no,R,R,0.24
Kederekt Creeper,ALA,Creature,,no,UBR,3.0,no,UBR,C,0.09
Kederekt Leviathan,ALA,Creature,,no,6UU,8.0,no,U,R,3.91
Kederekt Parasite,CON,Creature,,no,B,1.0,no,B,R,9.03
"Kediss, Emberclaw Familiar",CMR,LegendaryCreature,,no,1R,2.0,no,R,U,0.2
Keen Duelist,C21,Creature,,no,1B,2.0,no,B,R,0.63
Keen-Eared Sentry,AFR,Creature,,no,1W,2.0,no,W,U,0.03
Keeneye Aven,VMA,Creature,,no,3U,4.0,no,U,C,0.07
Keen-Eyed Archers,POR,Creature,,no,2W,3.0,no,W,C,0.16
Keen Glidemaster,M21,Creature,,no,1U,2.0,no,U,C,0.01
Keening Apparition,RTR,Creature,,no,1W,2.0,no,W,C,0.06
Keening Banshee,GVL,Creature,,no,2BB,4.0,no,B,U,0.1
Keening Stone,C16,Artifact,,no,6,6.0,no,colorless,R,2.51
Keen Sense,TSR,Enchantment,,no,G,1.0,no,G,U,0.53
Keensight Mentor,IKO,Creature,,no,2W,3.0,no,W,U,0.04
Keeper of Fables,ZNC,Creature,,no,3GG,5.0,no,G,U,0.12
Keeper of Keys,CN2,Creature,,no,3UU,5.0,no,U,R,2.9
Keeper of Kookus,VIS,Creature,,no,R,1.0,no,R,C,0.08
Keeper of Progenitus,ALA,Creature,,no,3G,4.0,no,G,R,2.28
Keeper of the Accord,CMR,Creature,,no,3W,4.0,no,W,R,2.42
Keeper of the Beasts,EXO,Creature,,no,GG,2.0,no,G,U,0.29
Keeper of the Dead,EXO,Creature,,no,BB,2.0,no,B,U,0.24
Keeper of the Flame,EXO,Creature,,no,RR,2.0,no,R,U,0.19
Keeper of the Lens,DTK,ArtifactCreature,,no,1,1.0,no,colorless,C,0.04
Keeper of the Light,EXO,Creature,,no,WW,2.0,no,W,U,0.2
Keeper of the Mind,EXO,Creature,,no,UU,2.0,no,U,U,0.16
Keeper of the Nine Gales,LGN,Creature,,no,2U,3.0,no,U,R,0.33
Keeper of Tresserhorn,ALL,Creature,,no,5B,6.0,no,B,R,1.16
Keepers of the Faith,CHR,Creature,,no,1WW,3.0,no,W,C,0.05
Keep Safe,IKO,Instant,,no,1U,2.0,no,U,C,0.06
Keepsake Gorgon,CN2,Creature,,no,3BB,5.0,no,B,U,0.09
Keep Watch,HOP,Instant,,no,2U,3.0,no,U,C,0.42
Kefnet's Last Word,HOU,Sorcery,,no,2UU,4.0,no,U,R,0.14
Kefnet's Monument,AKH,LegendaryArtifact,,no,3,3.0,no,colorless,U,0.24
Kefnet the Mindful,AKH,LegendaryCreature,,no,2U,3.0,no,U,M,0.76
"Keiga, the Tide Star",IMA,LegendaryCreature,,no,5U,6.0,no,U,R,3.97
Kei Takahashi,ME3,LegendaryCreature,,no,2GW,4.0,no,WG,U,0.1
Keldon Arsonist,PCY,Creature,,no,2R,3.0,no,R,U,0.11
Keldon Battlewagon,PCY,ArtifactCreature,,no,5,5.0,no,colorless,R,0.16
Keldon Berserker,PCY,Creature,,no,3R,4.0,no,R,C,0.06
Keldon Champion,EMA,Creature,,no,2RR,4.0,no,R,U,0.05
Keldon Firebombers,PCY,Creature,,no,3RR,5.0,no,R,R,2.81
Keldon Halberdier,TSR,Creature,,no,4R,5.0,no,R,C,0.01
Keldon Mantle,PLS,Enchantment,,no,1R,2.0,no,R,C,0.11
Keldon Marauders,EMA,Creature,,no,1R,2.0,no,R,C,0.18
Keldon Megaliths,JVC,Land,,no,,0.0,no,colorless,U,0.15
Keldon Necropolis,VMA,LegendaryLand,,no,,0.0,no,colorless,R,1.91
Keldon Overseer,DOM,Creature,,no,2R,3.0,no,R,C,0.01
Keldon Raider,M20,Creature,,no,2RR,4.0,no,R,C,0.02
Keldon Twilight,PLS,Enchantment,,no,1BR,3.0,no,BR,R,0.36
Keldon Vandals,UDS,Creature,,no,2R,3.0,no,R,C,0.12
Keldon Warcaller,DOM,Creature,,no,1R,2.0,no,R,C,0.01
Keldon Warlord,ME1,Creature,,no,2RR,4.0,no,R,U,0.11
"Keleth, Sunmane Familiar",CMR,LegendaryCreature,,no,1W,2.0,no,W,U,0.06
Kelinore Bat,M10,Creature,,no,2B,3.0,no,B,C,0.04
Kelpie Guide,STX,Creature,,no,2U,3.0,no,U,U,0.12
"Kels, Fight Fixer",JMP,LegendaryCreature,,no,2BB,4.0,no,B,R,0.28
"Kelsien, the Plague",C20,LegendaryCreature,,no,RWB,3.0,no,WBR,M,0.7
Kelsinko Ranger,ICE,Creature,,no,W,1.0,no,W,C,0.05
"Kemba, Kha Regent",2XM,LegendaryCreature,,no,1WW,3.0,no,W,R,0.26
Kemba's Legion,MBS,Creature,,no,5WW,7.0,no,W,U,0.06
Kemba's Skyguard,SOM,Creature,,no,1WW,3.0,no,W,C,0.1
Kemuri-Onna,SOK,Creature,,no,4B,5.0,no,B,U,0.24
Kenrith's Transformation,AFC,Enchantment,,no,1G,2.0,no,G,U,0.6
"Kenrith, the Returned King",ELD,LegendaryCreature,,no,4W,5.0,no,W,M,6.22
"Kentaro, the Smiling Cat",BOK,LegendaryCreature,,no,1W,2.0,no,W,R,7.73
Keral Keep Disciples,M21,Creature,,no,2RR,4.0,no,R,U,0.17
"Keranos, God of Storms",JOU,LegendaryEnchantmentCreature,,no,3UR,5.0,no,UR,M,4.8
"Keruga, the Macrosage",IKO,LegendaryCreature,,no,3GUGU,7.0,no,UG,R,0.23
"Keskit, the Flesh Sculptor",CMR,LegendaryCreature,,no,2B,3.0,no,B,U,0.04
"Kess, Dissident Mage",NCC,LegendaryCreature,,no,1UBR,4.0,no,UBR,M,0.5
Kessig Cagebreakers,MIC,Creature,,no,4G,5.0,no,G,R,0.24
Kessig Dire Swine,SOI,Creature,,no,4GG,6.0,no,G,C,0.03
Kessig Flamebreather,VOW,Creature,,no,1R,2.0,no,R,C,0.2
Kessig Forgemaster//Flameheart Werewolf,SOI,Creature,Creature,yes,1R,2.0,no,R,U,0.1
Kessig Malcontents,AVR,Creature,,no,2R,3.0,no,R,U,0.12
Kessig Naturalist//Lord of the Ulvenwald,MID,Creature,Creature,yes,RG,2.0,no,RG,U,0.04
Kessig Prowler//Sinuous Predator,EMN,Creature,Creature,yes,G,1.0,no,G,U,0.24
Kessig Recluse,DKA,Creature,,no,2GG,4.0,no,G,C,0.18
Kessig Wolf,ISD,Creature,,no,2R,3.0,no,R,C,0.07
Kessig Wolfrider,VOW,Creature,,no,R,1.0,no,R,R,0.11
Kessig Wolf Run,NCC,Land,,no,,0.0,no,colorless,R,1.02
"Kestia, the Cultivator",C18,LegendaryEnchantmentCreature,,no,1GWU,4.0,no,WUG,M,1.7
"Kethis, the Hidden Hand",M20,LegendaryCreature,,no,WBG,3.0,no,WBG,M,2.54
Ketria Crystal,IKO,Artifact,,no,3,3.0,no,colorless,U,0.07
Ketria Triome,IKO,Land,,no,,0.0,no,colorless,R,16.43
Keymaster Rogue,GTC,Creature,,no,3U,4.0,no,U,C,0.05
Key to the City,C21,Artifact,,no,2,2.0,no,colorless,R,0.17
Kezzerdrix,TPR,Creature,,no,2BB,4.0,no,B,R,0.29
Khabál Ghoul,ME1,Creature,,no,2B,3.0,no,B,R,249.99
Khalni Ambush//Khalni Territory,ZNR,Instant,Land,yes,2G,3.0,no,G,U,0.18
Khalni Garden,C18,Land,,no,,0.0,no,colorless,C,0.24
Khalni Gem,ZEN,Artifact,,no,4,4.0,no,colorless,U,0.2
Khalni Heart Expedition,CMR,Enchantment,,no,1G,2.0,no,G,C,0.17
